leverage,trades,wins,losses,win_rate,final_capital,total_return,max_drawdown,sharpe_ratio,profit_factor,max_consecutive_losses,bankrupted
1,42,21,21,50.0,1044.6151007812107,4.461510078121078,4.194943565609865,0.18146318387491076,1.3213063759416541,4,False
2,42,21,21,50.0,1088.0888837620462,8.808888376204616,8.255965608924402,0.18146318387491076,1.3060894475268918,4,False
3,42,21,21,50.0,1130.1455307271094,13.014553072710932,12.185738018652055,0.18146318387491076,1.2913860401639374,4,False
5,42,21,21,50.0,1208.9165893709473,20.891658937094725,19.662230805837353,0.18146318387491076,1.2633900648051033,4,False
10,42,21,21,50.0,1362.7934569814877,36.27934569814877,36.243495516872414,0.18146318387491076,1.200395457891535,4,False
20,42,21,21,50.0,1410.921148035417,41.09211480354169,61.476990479853185,0.18146318387491076,1.0969402638725054,4,False
